Movie Index,Title,Year,Plot,Director(s),Star(s)
15361,Undead Graduates,,"They had their whole lives ahead of them until they turned up dead. Okay, undead.",Delaney Hathaway,
15362,Prescott,,After the event of Jill's killing spree. The murders are not over. They start with a bloodbath of slaughter. Lori must uncover the masked killer before the Prescott family tree will be finished.,Delaney Hathaway,
15363,Bloodline,,Add a Plot,Delaney Hathaway,
15364,Forever,,Add a Plot,Delaney Hathaway,
15365,Nishkinata,,Add a Plot,Angelina Nikonova,"Jim Gleason, Neela Howard, Ryan Anthony Williams, Tara Warren"
15366,Untitled Cloverfield Sequel,,Plot unknown.,Angelina Nikonova,
15367,Sulking in Ruins,,"A vitriolic portrait of toxic masculinity, misogyny and sexual repression in America.",Angelina Nikonova,
15368,The Last Frankenstein,,"Buried in a dormant life and a dead end relationship, Dr. Jason Frankenstein, the last of his family, finds himself frustratingly approaching the middle of his life with little progress to ...                See full summary »",David Weaver,"Robert Dix, Jorge Luna, Olga N. Bogdanova, Jared Balog"
15369,Galilee,,Add a Plot,David Weaver,
15370,Stay Inside,,"Six friends must fight to survive through the night while trapped in a house with a psychotic killer, however, will they be able to work together when sins of the past reemerge.",Anthony King,"Michael Cards, Jefferson Carvey, Karlee Fatone, Anthony King"
15371,Killer Party,,"When a group of sorority girls host a party at a haunted house, things take a turn for the worse as the party becomes a bloodbath.",Rachid Fakhoury,"Jesse Posey, John Berchtold, Alessandra DeMartino, Travis DesLaurier"
15372,Reflected,,A troubled young woman returns to her dying grandfather's house to rediscover the supernatural incident that altered the course of her life.,Rachid Fakhoury,
15373,Close Before Midnight,,"To investigate his sister's disappearance, a small town outcast takes a job at the last place she was seen: a Halloween store that unleashes hell at midnight.",Alex Goyette,"Sean Gunn, Amy Hargreaves, Devin Druid"
15374,Watch Island,,"Fester Hughes grew up under horrible circumstances. After one taunting too many, Fester gets even and kills his entire family and their close friends. Fester is put to death via lethal ...                See full summary »",Alex Goyette,
15375,I Am the Devil,,Add a Plot,Mike Harris,Lauren Marie
15376,Wings On Fire,,"The apocalypse was just the beginning, Dead fighting Dead, Humans fighting humans.",Mike Harris,
15377,The Pink Angels,,The story of a gang of seven bikers on their adventurous and blood-soaked mission to freedom of expression and freedom of love.,Mike Harris,
15378,La Frontera,,Two FBI agents that have a forbidden relationship who travel to the small town of Fort Hancock Texas in order to investigate a series of murders and an ancient beast who will destroy their lives.,Mike Harris,
15379,Black Dagger,,A connection of murders take two detectives on a sick and disturbing ride using twisted clues as the only link to find the killer.,Mike Harris,
15380,Modelizer,,Club Promoters + 5 Models + Sexual Exploitation + Drugs = Murder.,Clifford E. Wright,Clifford E. Wright
15381,3 Days Rising,,"A horror thriller that re-imagines Edgar Allan Poe's masterpiece, ""The Fall of the House of Usher"". Living alone, Eric is seemingly descending into madness but that narrative slowly begins to unravel until the gruesome truth is revealed.",Craig Cukrowski,"Mickey Rourke, Frank Whaley, Peter Greene, Ice-T"
15382,The Ripper,,"In 1892, based on the story of Albert Cross was a suspect in the Jack The Ripper Killings. At a moments notice he left White Chapell England, to Galveston Texas. While there, the murder of ...                See full summary »",Francois Larosa,"Theresa Marie Stoll, Scott Fulmer, L. Rene'e Hall, Tj Condit"
15383,Folklore,,"After a group of campers goes missing, a big city detective (Christopher Huff) is reassigned to a dreary sleepy town to investigate their disappearance. While reviewing evidence, he quickly...                See full summary »",Michael A. Isaacs,"Eileen Dietz, Jennifer Nangle, Brett Wagner, Danny Hansen"
15384,Boo,,Add a Plot,Michael A. Isaacs,
15385,Hannah's Mirror,,A model struggles to free herself from supernatural forces.,Michael A. Isaacs,
15386,Hector's Hell House,,Add a Plot,Adam Krueger,"Christian Weissmann, Christian Hutcherson, Liesel Kopp, Bill Mendieta"
15387,The Hunter,,Add a Plot,Adam Krueger,
15388,Broken Ground,,Add a Plot,Adam Krueger,
15389,The Brainwashing of Claire Wray,,"A young model is invited to an outdoor fashion retreat hosted by a prolific photographer, only to find herself consumed with paranoia as she believes an unearthly presence is haunting her.",Adam Krueger,
15390,Maggie's Monster,,Add a Plot,Adam Krueger,
15391,Help Me,,"After a night of partying, two young women see a bloody man in a building holding a sign that says, ""Help Me"" and decide to rescue him.",Adam Krueger,
15392,Untitled Matt Russell Project,,Add a Plot,Matt Russell,"Matt Russell, Ellie Hein"
15393,Sadie,,Add a Plot,Matt Russell,
15394,Jolly Jane & The Tomahawk Ripper,,Add a Plot,Matt Russell,
15395,Hack,,"After being rejected from his college of choice, a pretentious high school student becomes hell-bent on dismantling the lives of his closest friends on his quest to remain 'Most Likely To Succeed'.",Matt Russell,
15396,Voices of the Dead,,"A young woman, unaware of her own psychic abilities, thinks she's losing her mind when she moves into a house that's haunted.",Kevin Kinkade,"Kari Alison Hodge, Carl Bailey, Stephanie Tripp, Sal Rastegar"
15397,The Changeling,,A musician returns to his childhood home only to find that it is haunted by the ghost of a child. A remake of the 1980 horror film.,Kevin Kinkade,
15398,The Inheritance,,A young woman's inheritance leads her to uncover a dark and disturbing family secret.,Kevin Kinkade,
15399,Sweet Little Holly,,Add a Plot,"Daniel Murphy, Ember Burns","Brittany Blanton, Kaylee Williams, Ember Burns, David E. McMahon"
15400,Wake Up,,Add a Plot,"Daniel Murphy, Ember Burns",
15401,The Necroplasmic Massacre,,"After the death of his sister a driven cop must step up to protect not just his family but his entire city from a marauding, goo-spewing, hazmat suited bum transformed by chemical waste. ...                See full summary »",Sébastien Godin,"Helene Udy, Nicola Fiore, Giovanni Lombardo Radice, Jed Rowen"
15402,Devil's Circle: Legend of the Tramping Ground,,Based on the legend of the 'Devil's Tramping Ground' in North Carolina. Investigative journalist Pete Rutherford's career has taken a drastic diversion from its normal path when he finds ...                See full summary »,Sébastien Godin,
15403,Maya,,"Maya, a shape shifting soul collector seeks to lead a group of unsuspecting non-believers into the afterlife. As space and time become a blurred mirror of reality and Maya's mysterious ...                See full summary »",Paul C. Hemmes,"Brinke Stevens, Cat Roberts, Emma Patricia Roberts, Victoria Paege"
15404,Vignettes of Hell,,Add a Plot,Ryan Guiterman,"Marama Corlett, Isabel Ellison, Steve Key, Juan Francisco Villa"
15405,Infidel,,An American Muslim woman discovers that her building is haunted by strange creatures that feed on xenophobia.,Ryan Guiterman,
15406,Sessions with AC,,"A mother introduces her teenage son to automatic writings. She believes her writing sessions have been with God, only to realize she's led her son down a dark wrong path. The story is inspired by true events.",Ryan Guiterman,"Craig Ahrens, David J. Espinosa"
15407,Monochrome,,"Refugees of racial violence in the 70s, an interracial couple finds themselves stuck in their haunted basement when a gang of anti-war extremists invades their new California home.",Chloë J. Hightower,Chloë J. Hightower
15408,Z14,,Four individuals come together in an effort to survive the attack and learn to work together to help each other.,James Weaver,"John Douglas Ayers, Shirl Spencer, James Weaver, Robbi Spencer"
15409,The Great and Terrible Day of the Lord,,"For their first romantic get-away as a couple, Gabby and Michael take a trip to a remote, upscale cabin in the mountains. The first night takes a terrifying turn when Michael slips into an ...                See full summary »","Clark Runciman, Jared Jay Mason","Swayde McCoy, Jordan Ashley Grier"
15410,Untitled Fr. Gabriele Amorth Film,,"Feature film based on the memoirs of Fr. Gabriele Amorth, official exorcist for the Diocese of Rome.","Clark Runciman, Jared Jay Mason",
15411,The Wine Witch of Buellton,,A pleasant tour of the serene vineyards of Buellton is ruined by a group of Angelinos whose toxic behavior awakens an ancient witch.,"Clark Runciman, Jared Jay Mason",
15412,Trapt,,"After the heist for a mysterious briefcase goes wrong, four pros uncover something evil in a rural farmhouse.","Clark Runciman, Jared Jay Mason",
15413,Aura 2,,A cult of Djin worshippers hunt Mitch and Diane Walker in a quest to release the growing evil she carries within her.,"Clark Runciman, Jared Jay Mason",
15414,Witch House,,"A young couple's dream home turns out to be anything but as they are haunted by something that defies understanding. The attic changes shape and dimensions, allowing an ancient evil access to the present and pre-empting hell on earth.","Clark Runciman, Jared Jay Mason",
15415,House Troubles,,Add a Plot,"Clark Runciman, Jared Jay Mason",
15416,Killennials,,A group of influencers enter a competition for the ultimate following.,"Clark Runciman, Jared Jay Mason","Anthony Gaudioso, Ethan Landry"
15417,The Candle,,"Ryder makes a wish for all of her dreams to come true. Problem is, she didn't realize it included her nightmares.","Clark Runciman, Jared Jay Mason",
15418,Ominous,,A young couple staying in an isolated in a Old town diner are terrorized by a few unknown assailants. The couple try there best to survive the night as they attempt to call the authorities and slowly figure out why they are being tormented.,Colten Dietz,"Vic Mignogna, Julie Anne Prescott, Mariano 'Big Dawg' Mendoza, Michael Ochotorena"
15419,Jimmy,,Add a Plot,Colten Dietz,
15420,Yoyaku Yokai,,"A working single mom, under contract to haunt her own house, struggles to meet her kill quota before she and her son are evicted.",Colten Dietz,
15421,The Death March,,An ambitious young soldier in a post-apocalyptic kingdom strikes out to find a zombie cure so he can both save a dying king and prove himself as a heroic warrior.,Colten Dietz,
15422,Black Solstice,,"While a female Detective in 1983 Manhattan searches for her paternal father, she take a case to locate a stolen religious relic, which leads her back to her estranged family, and the answers to her deepest desire.",Colten Dietz,
15423,Night Shade,,Add a Plot,Colten Dietz,
15424,Valdemar,,Add a Plot,"Natalie Rodriguez, Shaun J. Guzman","Shaun J. Guzman, Emilio Bach"
15425,The Dark Path,,"A young office worker, broke and frustrated with his daily grind, is seduced by a vampire and given the power to dominate or destroy anyone he wants. Will he hold on to his humanity, or succumb to his darkest instincts?","Natalie Rodriguez, Shaun J. Guzman",
15426,360,,Add a Plot,Tim Earnheart,"Rosie O'Sullivan, Victor Yarbrough"
15427,Creepy Crawlers,,"Plot unknown. Feature film based on the game, ""Creepy Crawlers.""",Tim Earnheart,
